"Name","vCenter","SRM Placeholder","Hostname fqdn","Power state","Os System from Tools","OS System","Environment","Business Application","CICollection","Functional Group","OS Technical Maintainer","CostRecoveryMode","Organization","Office_Department","RFS","Notes"
"VAVM1105","UN-VC-EDCV","false","vavm1105.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1055","UN-VC-EDCV","false","vavm1055.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1075","UN-VC-EDCV","false","vavm1075.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"ual-p-va-000","UN-VC-EDCV","false","none","Powered Off","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","-","-","-","-","-","-","-","-","-",""
"VAVM1119","UN-VC-EDCV","false","vavm1119.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1060","UN-VC-EDCV","false","vavm1060.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"ual-p-dhcp-02","UN-VC-EDCV","false","ual-p-dhcp-02.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access Layer","UAL - Infrastructure","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","ExcludedFromInvoice","OICT","-","-",""
"unsaplrp2","UN-VC-EDCV","false","unsaplrp2.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","QA","UMOJA","UMOJA RoadRunner - QA","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","UMOJA","RFS-1-11609107710",""
"VAVM1062","UN-VC-EDCV","false","vavm1062.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1101","UN-VC-EDCV","false","vavm1101.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1111","UN-VC-EDCV","false","vavm1111.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1069","UN-VC-EDCV","false","vavm1069.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"ual-p-pvs-02","UN-VC-EDCV","false","ual-p-pvs-02.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access Layer","UAL - Infrastructure","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","-","-",""
"VAVM1198","UN-VC-EDCV","false","vavm1198.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","ExcludedFromInvoice","OICT","","-",""
"VAVM1074","UN-VC-EDCV","false","vavm1074.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1072","UN-VC-EDCV","false","vavm1072.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1051","UN-VC-EDCV","false","vavm1051.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1104","UN-VC-EDCV","false","vavm1104.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"unsaplrp3","UN-VC-EDCV","false","unsaplrp3.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","QA","UMOJA","UMOJA RoadRunner - QA","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","-",""
"VAVM1116","UN-VC-EDCV","false","vavm1116.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1065","UN-VC-EDCV","false","vavm1065.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"ual-p-sf-02","UN-VC-EDCV","false","ual-p-sf-02.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","Umoja Access Layer","UAL - Infrastructure","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","-","-",""
"VAVM1054","UN-VC-EDCV","false","vavm1054.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"ual-template-ws2019","UN-VC-EDCV","false","WIN-3969F1T4R3T","Powered Off","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","-","-","-","-","-","-","-","-","-",""
"VAVM1068","UN-VC-EDCV","false","vavm1068.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1113","UN-VC-EDCV","false","vavm1113.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1107","UN-VC-EDCV","false","vavm1107.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"unfpa-p-agis-01","UN-VC-EDCV","true","unfpa-p-agis-01.dpko.un.org","Powered Off","none","Microsoft Windows Server 2019 (64-bit)","-","-","-","-","-","-","-","-","-",""
"VAVM1036","UN-VC-EDCV","false","vavm1036.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1080","UN-VC-EDCV","false","vavm1080.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1043","UN-VC-EDCV","false","vavm1043.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1041","UN-VC-EDCV","false","vavm1041.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1132","UN-VC-EDCV","false","vavm1132.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"dfs-ags4-01","UN-VC-EDCV","true","none","Powered Off","none","Microsoft Windows Server 2019 (64-bit)","-","-","-","-","-","-","-","-","-"," RFS-1-12745805030 Snjezana Kokotovic

power off 22/01/2026 - TBD in one month


--------------------


DO NOT UPDATE VMware Tools!!!
Auto-update feature disabled - RFS-1-12302865897
(A.Aracil)"
"VAVM1133","UN-VC-EDCV","false","vavm1133.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1052","UN-VC-EDCV","false","vavm1052.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1106","UN-VC-EDCV","false","vavm1106.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1063","UN-VC-EDCV","false","vavm1063.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1124","UN-VC-EDCV","false","vavm1124.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"ntx-test-01","UN-VC-EDCV","false","none","Powered Off","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","-","-","-","-","-","Hosting","OICT","-","-","VM migrated to [10.129.36.77] by Nutanix [Nutanix-Move] version [5.5.1] (migration plan [Test01]) on [Thu Dec 26 12:26:10 UTC 2024]."
"ual-p-rdlic-01","UN-VC-EDCV","false","ual-p-rdlic-01.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access Layer","UAL - Infrastructure","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","-","-","KMS LICENSE SERVER CITRIX UAL"
"VAVM1050","UN-VC-EDCV","false","vavm1050.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1118","UN-VC-EDCV","false","vavm1118.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1058","UN-VC-EDCV","false","vavm1058.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1109","UN-VC-EDCV","false","vavm1109.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1083","UN-VC-EDCV","false","vavm1083.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1078","UN-VC-EDCV","false","vavm1078.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1108","UN-VC-EDCV","false","vavm1108.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"dfs-ags4-02","UN-VC-EDCV","true","none","Powered Off","none","Microsoft Windows Server 2019 (64-bit)","-","-","-","-","-","-","-","-","-"," RFS-1-12745805030 Snjezana Kokotovic

power off 22/01/2026 - TBD in one month


--------------------


DO NOT UPDATE VMware Tools!!!
Auto-update feature disabled - RFS-1-12302865897
(A.Aracil)"
"VAVM1040","UN-VC-EDCV","false","vavm1040.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"unfpa-p-agis-02","UN-VC-EDCV","true","unfpa-p-agis-02.dpko.un.org","Powered Off","none","Microsoft Windows Server 2019 (64-bit)","-","-","-","-","-","-","-","-","-",""
"VAVM1038","UN-VC-EDCV","false","vavm1038.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1049","UN-VC-EDCV","false","vavm1049.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1059","UN-VC-EDCV","false","vavm1059.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1035","UN-VC-EDCV","false","none","Powered Off","none","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","","-",""
"VAVM1120","UN-VC-EDCV","false","vavm1120.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"ual-p-dhcp-01","UN-VC-EDCV","false","ual-p-dhcp-01.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access Layer","UAL - Infrastructure","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","ExcludedFromInvoice","OICT","-","-",""
"ual-p-pvs-01","UN-VC-EDCV","false","ual-p-pvs-01.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access Layer","UAL - Infrastructure","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","-","-",""
"ual-p-xenli-01","UN-VC-EDCV","false","ual-p-xenli-01.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access Layer","UAL - Infrastructure","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","-","-",""
"VAVM1112","UN-VC-EDCV","false","vavm1112.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1067","UN-VC-EDCV","false","vavm1067.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1103","UN-VC-EDCV","false","vavm1103.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
